2020_07_10_8	Police dismantle a makeshift shelter camp in Calais
2020_07_10_9	Dutch government to file suit against Russia over downing of MH17
2020_07_10_10	Erdogan declares Hagia Sophia a mosque after Turkish court ruling
2020_07_10_11	Mexican president thanks Trump for not mentioning border wall at summit
2020_07_10_12	Trump says he is not thinking about a 'Phase 2' U.S. - China trade deal
2020_07_10_13	Mali's state television ORTM goes off-air after protesters occupy building
2020_07_10_14	Amazon.com bans, then un-bans TikTok app from employee mobile devices
2020_07_10_15	Prosecutors may not get Trump tax records until after election, experts say
2020_01_05_0	Trump says U.S. would hit 52 Iranian sites if American targets attacked
2020_01_05_1	White House gives lawmakers formal notice of Iraq strike amid complaints from Democrats
2020_01_05_2	China replaces head of Hong Kong liaison office amid ongoing protests
2020_01_05_3	Blowback: Iran abandons nuclear limits after US killing
2020_01_05_4	Three Americans killed in al Shabaab militant attack on base in Kenya
2020_01_05_5	Man killed in fatal shark attack in Australia
2020_01_05_6	Dozens arrested after Hong Kong protest taking aim at Chinese traders
2020_01_05_7	U.S.-led coalition pauses training and support for Iraqi security forces -statement
2020_01_05_8	Hezbollah chief: U.S. will ‘pay the price’ for Soleimani’s killing
2020_01_05_9	Venezuela's ruling Socialists seize congress, defiant opposition re-elects Guaido
2020_08_14_0	U.S. says Ghislaine Maxwell was isolated in jail for her safety
2020_08_14_1	Trump holds up coronavirus aid to block funding for mail-in voting
2020_08_14_2	Trump says he plans to give convention speech from White House lawn: New York Post interview
2020_08_14_3	Exclusive: ByteDance censored anti-China content in Indonesia until mid-2020, sources say
2020_08_14_4	Southern California wildfire forces evacuation of hundreds of homes
2020_08_14_5	UAE's Israel deal met with Arab dismay but quiet welcome in Gulf
2020_08_14_6	Stocks dip on lukewarm data; oil falls
2020_08_14_7	U.N. Security Council starts Iran arms embargo vote, result Friday
2020_08_14_8	Paris, Marseille named as high-risk COVID zones, making curbs likelier
2020_08_14_9	Britons rush home from France to beat new quarantine rules
2020_08_14_10	Turkey may suspend ties with UAE over Israel deal, Erdogan says
2020_08_14_11	Poland offers new support for Belarus civil society, media
2020_08_14_13	Postal union endorses Biden candidacy as 'survival' of USPS at stake
2020_08_14_14	Spain deplores continued U.S. tariffs on EU goods: minister
2019_12_21_0	Russia gas export pipeline in jeopardy as Trump signs sanctions bill
2019_12_21_1	Iran's Rouhani welcomes Japan opt-out of U.S.-led naval mission in Gulf
2020_12_16_0	U.S. condemns abduction of Nigeria schoolboys, looking into Boko Haram claim of responsibility
2020_12_16_1	Lawyer: Family to release autopsy of Black man killed by cop
2020_12_16_2	BAT's COVID-19 vaccine candidate gets U.S. approval for human trials
2020_12_16_3	Minnesota frees man sentenced to life for 2002 murder
2020_12_16_4	EU chief says UK trade pact closer but success not certain
2020_12_16_5	Iran leaders: Biden arrival won’t guarantee better relations
2020_12_16_6	Boeing grants vested shares to some employees, halts merit pay raises
2020_12_16_7	Canada PM hopes for good news soon about fate of two detainees in China
2020_12_16_8	U.S. charges Kenyan militant with researching 9/11-style airplane hijacking
2020_03_10_0	Oil jumps 8% on stimulus hopes, spending cuts by U.S. producers
2020_03_10_1	Taliban prepare for Afghan president to order prisoner swap
2020_03_10_2	Xi visits Wuhan, signaling tide turning in China's coronavirus battle
2020_03_10_3	Czech prime minister says China's ambassador should be replaced
2020_03_10_4	British PM Johnson defeats lawmaker revolt on Huawei's 5G role
2020_03_10_5	Dutch king apologizes for 'excessive violence' in colonial Indonesia
2020_03_10_6	White House says Trump, Saudi crown prince discussed energy markets
2020_03_10_7	In setback for Trump, court says House panel can get Russia report material
2020_03_10_8	New York to close schools, houses of worship in suburban center of coronavirus outbreak
2020_03_10_9	Bernie Sanders cancels Cleveland rally over coronavirus concerns
2020_02_16_0	Yemen's air strikes 'kill 31 civilians' after Saudi jet crash
2020_02_16_1	Rockets strike near U.S. Embassy in Baghdad
2020_02_16_2	Taiwan's confirms first coronavirus death on island, cases at 20
2020_02_16_3	Former DOJ officials call on Attorney General Barr to resign
2020_04_01_0	Oil ends lower after U.S. crude stockpiles jump, gasoline demand sinks
2020_04_01_1	European experts ready smartphone technology to help stop coronavirus
2020_04_01_2	Putin takes coronavirus precautions as Moscow unveils tracking app
2020_04_01_3	Trump warns Iran against possible 'sneak attack' on U.S. in Iraq
2020_01_23_0	Canadian prosecutor set to defend U.S. request to extradite Huawei CFO Meng
2020_01_23_1	World Court orders Myanmar to protect Rohingya from acts of genocide
2020_01_23_2	Canadian waterbomber plane crashes while fighting Australia bushfires, three dead
2020_01_23_3	Successor to slain Iran general faces same fate if he kills Americans: U.S. envoy
2020_01_23_4	Turkish foreign minister says Russian S-400 air defense no threat to NATO
2020_01_23_5	Actress Annabella Sciorra testifies she tried to fight Weinstein during alleged rape
2020_01_23_6	U.S. bank regulator charges ex-Wells Fargo executives for role in sales scandal
2020_01_23_7	Trump to unveil long-stalled Middle East peace plan ahead of Israeli leaders' visit
2020_04_04_0	U.S. attorney general orders release of more federal inmates due to coronavirus pandemic
2020_04_04_1	'He's a total disgrace': Trump defends firing U.S. intel watchdog
2020_09_29_0	In reversal, Kentucky prosecutor to release Breonna Taylor grand jury evidence
2020_09_29_1	Multiple deaths in reported Oregon hostage standoff
2020_09_29_2	Slain S.Korean man tried to defect to N.Korea -Coast Guard
2020_09_29_3	Armenia reports first death on its soil after Azeri shelling
2020_09_29_4	Amnesty halts India operations, saying it is being silenced
2020_09_29_5	In Vilnius, Macron meets exiled Belarus opposition leader
2020_09_29_6	Pompeo urges Greece, Turkey to pursue talks on maritime dispute
2020_09_29_7	Nokia wins 5G radio equipment contract from Britain's BT
2020_09_29_8	Turkey denies claim that it shot down an Armenian warplane
2020_09_29_9	Defense attorney tells U.S. court she asked Trump not to pardon Michael Flynn
2020_09_29_10	Israel's Netanyahu urges Beirut neighborhood to 'act now' on alleged Hezbollah arms depot
2020_09_29_11	Schiff subpoenas DHS over whistleblower complaint
2020_10_11_0	Israel would oppose any U.S. F-35 sale to Qatar, Israeli minister says
2020_10_11_1	Britain tells Germany gaps in EU talks must be closed soon
2020_01_30_0	Policymakers fret over risk to global growth from China virus outbreak
2020_01_30_1	Pompeo backs 'Five Eyes' intelligence sharing despite UK decision on Huawei
2020_01_30_2	Wilbur Ross says coronavirus could bring jobs back to the U.S. from China
2020_03_02_0	Netanyahu set to declare narrow victory in Israeli election: party spokesman
2020_03_02_1	Child drowns at sea off Greece in first fatality after Turkey opens border
2020_03_02_2	Syrian government forces re-enter strategic town, Turkey vows to keep up strikes
2020_03_02_3	China urges authorities to prepare for possible locust invasion
2020_03_02_4	United Nations Libya envoy resigns citing stress
2020_03_02_5	IMF, World Bank say ready to address economic challenges of coronavirus
2020_03_02_6	Pentagon lays out Afghanistan withdrawal plans after Taliban accord
2020_03_02_7	Ron Johnson threatens subpoena over Hunter Biden's Ukraine work
2020_08_02_0	Brazil's Eletrobras to invest $1 billion a year through 2035
2020_05_08_0	One person dead after being struck by plane landing at airport in Austin, Texas
2020_01_12_0	Australian PM proposes high-powered inquiry into bushfires response
2020_07_17_0	End of the jumbo: British Airways retires 747 early due to coronavirus crisis
2020_07_17_1	Hong Kong demands Taiwan officials sign 'one China' document for visa renewal - source
2020_07_17_2	Biden facing pressure within party as running mate search enters final phase
2020_07_17_3	Ryanair plane lands safely in Oslo after bomb threat, no explosives found
2020_07_17_4	Italy plans listing for Autostrade by early 2021: sources
2020_02_28_0	Turkey says will not stop Syrian refugees reaching Europe after troops killed
2020_02_28_1	Turkey says it will let refugees into Europe after its troops killed in Syria
2020_02_28_2	New Zealand confirms first case of the new coronavirus
2020_02_28_3	Italian with coronavirus in Nigeria was not isolated for almost 48 hours
2020_02_28_4	Greece tightens border with Turkey as migrants approach
2020_02_28_5	First British national dies from coronavirus in Japan
2020_02_28_6	Mexico confirms three coronavirus cases in three men returned from Italy
2020_02_28_7	Trump, in call with Erdogan, backs Turkey and urges end to violence in Syria's Idlib
2020_08_17_0	At least seven dead after gunmen attack Mogadishu hotel
2020_08_17_1	On eve of Hariri verdict, Lebanese grapple with new ordeal
2020_08_17_2	'I'm not a saint': Lukashenko offers to hand over power after referendum
2020_08_17_3	Pakistani army chief visits Saudi Arabia to revive ties strained over Kashmir
2020_08_17_4	U.S. tightening restrictions on Huawei access to technology, chips
2020_08_17_5	U.S. won't approve Israeli annexations for 'some time', Kushner says
2020_08_17_6	Two charged with 2002 New York murder 'in cold blood' of rapper Jam Master Jay
2020_08_08_0	UK armed forces asked to help deal with migrant boats crossing Channel
2020_08_08_1	DeWine tests negative after positive test before Trump visit
2020_08_08_2	'America's toughest sheriff' narrowly defeated in bid for old job
2020_10_14_2	Old foes Lebanon, Israel hold talks on disputed maritime border
2020_10_14_3	Nagorno-Karabakh ceasefire hopes sink as warring sides bicker and fight
2020_10_14_4	Eli Lilly says other COVID-19 antibody drug trials ongoing after study halted for safety concern
2020_10_14_5	Britain's spies defending COVID-19 vaccine work, MI5 chief says
2020_10_14_6	U.S. pleased Iraq doing more to protect U.S. embassy - Pompeo
2020_01_02_0	Hundreds arrested in Hong Kong in New Year's Day protests: police
2020_01_02_1	Five fishermen presumed dead in sinking of Alaska crabbing vessel
2020_01_02_2	Turkish lawmakers authorize sending troops to fight in Libya
2020_01_02_3	Taiwan's military chief among eight dead in helicopter crash
2020_01_02_4	Lebanon receives Interpol notice for ex-Nissan fugitive
2020_01_02_5	Popular Iowa congresswoman endorses Joe Biden for president
2020_01_02_6	'It simply isn’t our time': Julián Castro ends presidential bid
2020_01_02_7	Officer who drunkenly broke into Nashville home quits NYPD
2020_09_24_0	North Korean troops killed missing South Korean official, burned body, Seoul says
2020_09_24_1	Breonna Taylor's family demands to see Kentucky grand jury evidence
2020_09_24_2	Australia's Westpac agrees to $920 million fine over exploitation payments
2020_09_24_3	Japan's new PM calls for better ties with South Korea, cooperation on North Korea
2020_09_24_4	UK preparing Magnitsky sanctions over Belarus human rights violations: minister
2020_09_24_5	U.S. imposes new Iran sanctions over human rights violations
2020_09_24_6	Trump deserves 'fair chance' to challenge subpoena for tax returns: filing
2020_09_24_7	Judge says U.S. must defend or delay TikTok app store ban by Friday
2020_03_07_0	Saudi Arabia detains senior royals for alleged coup plot, including king's brother -sources
2020_03_07_1	Turkey says ceasefire holds in Syria's Idlib, Russia reports some shootings
2020_03_07_2	Six years on, families demand new search for missing Malaysia Airlines plane
2020_03_07_3	Declaring it cannot pay debts, Lebanon sets stage for default
2020_05_05_0	Taiwan rebuffs WHO, says China has no right to represent it
2020_05_05_1	Senators question Trump pick for top U.S. spy in 'different' hearing
2020_12_26_0	Motor home explodes in Nashville, possible human remains found near site
2020_12_26_1	Nashville blast investigation leads U.S. agents to suburban home
2020_12_26_2	First case of new COVID variant found in France as cases rise
2020_12_26_3	Virus besets Belarus prisons filled with president’s critics
2020_12_26_4	Germany, Hungary give 1st vaccine shots ahead of EU rollout
2020_12_26_5	Netanyahu expects ties visit by Morocco to Israel next week
2021_01_08_0	Boeing to pay $2.5 billion to settle U.S. criminal probe into 737 MAX crashes
2021_01_08_2	House Speaker Pelosi says she spoke to top U.S. general about restraining Trump
2021_01_08_3	Tokyo angered after S.Korea court orders Japan to compensate 'comfort women'
2021_01_08_4	Pfizer/BioNTech vaccine appears effective against mutation in new coronavirus variants -study
2021_01_08_6	Canada's Trudeau says Trump, other politicians incited Capitol Hill violence
2020_09_10_0	U.S. cancels visas of more than 1,000 Chinese nationals deemed security risks
2020_09_10_1	Australia's government squabbles with states over easing restrictions as virus cases decline
2020_09_10_2	Europe's south tells Turkey: resume talks this month or risk sanctions
2020_09_10_3	U.S. set to end enhanced screening of some international travelers for COVID-19: sources
2020_09_10_4	‘I want to be in the Trump party’: GOP rides voter registration surge in key state
2020_09_10_5	Exclusive: Microsoft believes Russians that hacked Clinton targeted Biden campaign firm - sources
2020_09_10_6	Pompeo tells Southeast Asia to stand up to China, shun its firms
2020_09_10_7	Huge blaze at Beirut port alarms residents a month after massive blast
2020_09_10_8	Citigroup's Fraser to be first woman CEO of Wall Street bank
2020_09_10_9	Prisoners sought by Taliban on flight to Doha, peace talks this weekend
2020_09_10_10	Czech PM vetoes V4 meeting with Belarus opposition leader
2020_09_10_11	UPDATE 3-U.S. cites Smithfield Foods for failing to protect workers from coronavirus
2020_07_09_0	Facebook suspends disinformation network tied to staff of Brazil's Bolsonaro
2020_07_09_1	U.S. sees importance of North Korea talks despite tension, officials say
2020_07_09_2	U.S. first lady Melania Trump statue set on fire in Slovenia
2020_07_09_3	Angering China, Australia suspends extradition treaty with Hong Kong, extends visas
2020_07_09_4	Ousted U.S. prosecutor says Barr pressed him to resign
2020_07_09_5	U.S. Supreme Court rebuffs Trump's immunity claim, lets prosecutor get financial records
2020_07_09_6	Seoul mayor found dead after leaving message 'like a will'
2020_07_09_7	Sudan replaces slew of top ministers to speed political reforms
2020_07_09_8	U.S. Supreme Court deems half of Oklahoma a Native American reservation
2020_07_09_9	Brazil bans fires in Amazon rainforest as investors demand results
2020_07_09_10	Man who planned to attack London gay pride march jailed for life
2020_07_09_11	Ex-Trump lawyer behind bars again after dispute over gag order
2020_07_09_12	Ireland's Donohoe takes Eurogroup helm during worst recession
2020_07_09_13	U.S. judge hearing Flynn case asks appeals court to reconsider dismissal
2021_01_03_0	Two French soldiers killed during mission in Mali
2021_01_03_1	Niger village attacks killed 100, says prime minister
2021_01_03_2	Islamic State claims responsibility for attack on Pakistan's Shi'ite Hazara minority that kills 11
2021_01_03_3	The Latest: Nancy Pelosi reelected speaker of the House
2021_01_03_4	Sheriff: Pastor dead, 2 hurt in shooting at Texas church
2020_12_27_0	UN: Libya’s rivals swap prisoners, part of cease-fire deal
2020_12_27_1	‘Believe in science’: EU kicks off COVID-19 vaccine campaign
2020_12_27_2	China pushes Ant Group overhaul in latest crackdown on Ma
2020_02_21_0	Stone sentenced to three years and four months, Trump signals no immediate pardon for adviser
2020_02_21_1	Prime minister leaves Lesotho, avoids being charged with murdering wife
2020_02_21_2	Summit standoff as EU leaders grapple with Brexit-sized hole in budget
2020_02_21_3	Sanders blasts Russia for reportedly trying to boost his presidential campaign
2020_02_21_4	Coronavirus widens Hong Kong anger at government, China
2020_02_21_5	U.S., Taliban plan to sign accord after planned week-long 'reduction in violence'
2020_02_21_6	'Traumatised' Africans stranded by coronavirus plead to be brought home
2020_02_21_7	Israel says cruise passenger flown home from Japan has virus
2020_02_21_8	Moscow deploys facial recognition technology for coronavirus quarantine
2020_02_21_9	Trump: U.S. may give farmers more aid until trade deals 'kick in'
2020_02_21_10	Wells Fargo to pay $3 billion to U.S., admits pressuring workers in fake-accounts scandal
2020_09_12_0	Afghan peace talks open with calls for ceasefire, women's rights
2020_09_12_1	Venezuela says 'U.S. spy' captured near oil refinery complex
2020_09_12_2	Trump officials interfered with CDC reports on Covid-19
2020_09_12_3	Families of captured Hong Kong activists demand their return
2020_09_12_4	Iranian wrestler Navid Afkari executed over 2018 security guard killing
2020_09_12_5	AstraZeneca resumes UK trials of COVID-19 vaccine halted by patient illness
2020_04_05_0	United Airlines cutting flights at LaGuardia, Newark
2020_04_05_1	Premier infuriated by Trump, says Canada helped US amid 9/11
2020_04_05_2	Boris Johnson hospitalised for tests after persistent coronavirus symptoms
2020_07_04_0	Kim Guilfoyle, campaign official and girlfriend of Trump Jr., tests positive for coronavirus in South Dakota
2020_07_04_1	U.S. sends carriers to South China Sea during Chinese drills
2020_07_04_2	Hong Kong officials disappointed at Canada's move to suspend extradition pact
2020_07_04_3	North Korea says no need to sit down with U.S. for talks
2020_05_06_0	EU offers more aid, membership to Balkans in riposte to China, Russia
2020_05_06_1	Judge reinstates New York’s Democratic presidential primary
2020_05_06_2	New coronavirus spread swiftly around world from late 2019, study finds
2020_05_06_3	U.S. Supreme Court Justice Ginsburg recovering after gallbladder treatment
2020_05_06_4	South Korea spy agency says no signs North Korea's Kim received heart surgery
2020_05_06_5	Rockets hit near Baghdad airport, launcher with timer found
2020_05_06_6	Israeli billionaire hopes to bring water to parched Gaza
2020_05_06_7	Israel's Supreme Court clears Netanyahu to form government despite corruption charges
2020_05_06_8	Trump vetoes Iran war powers resolution
2020_01_24_0	Trump to unveil long-stalled Middle East peace plan ahead of Israeli leaders' visit
2020_01_24_1	Texas student who traveled to China being tested for possible coronavirus
2020_01_24_2	'Denial of justice': Britain rebukes U.S. for not giving up diplomat's wife
2020_01_24_3	U.S. trio killed in Australia bushfire plane crash highly-experienced
2020_01_24_4	Parties unite over Taiwan's exclusion from WHO anti-virus planning
2020_01_24_5	'No, No America': Iraq protesters demand expulsion of U.S. troops
2020_08_22_0	Kremlin critic Navalny driven out of hospital in Siberia: Reuters witness
2020_08_22_2	California seeks help as wildfires threaten communities
2020_08_22_3	IAEA chief Grossi plans trip to pressure Iran on access to suspect sites
2020_08_22_4	Trump says without proof that FDA 'deep state' slowing COVID trials
2020_03_05_0	Airline executives tell Trump: planes getting cleaner amid coronavirus concerns
2020_03_05_1	Russia, Turkey agree ceasefire deal for Syria's Idlib
2020_03_05_2	Trump calls Schumer comments 'dangerous threat' to Supreme Court
2020_03_05_3	Greece says Turkish police firing tear gas to help migrants cross border
2020_03_05_4	ICC clears way for probe of alleged Afghanistan war crimes
2020_03_05_5	Hugo Boss sees coronavirus hit to sales spreading from Asia
2020_03_05_6	North Korea's Kim sends 'get well soon' wishes for South's coronavirus battle
2020_03_05_7	British airline Flybe collapses as coronavirus deals final blow
2020_03_05_8	HSBC sends home 100 London staff, confirms China coronavirus case
2020_03_05_9	Lebanon must cooperate with IMF to secure funds: Jumblatt
2020_03_05_10	Europeans, Britain raise North Korea missile launches at U.N. Security Council
2020_10_03_0	Germany says it expects EU to impose sanctions against Russia over Navalny case
2020_08_27_0	Wisconsin investigators say knife found at scene of police shooting of Jacob Blake
2020_08_27_1	In 'law-and-order' speech, U.S. Vice President Pence warns against Biden win
2020_08_27_2	U.S. targets Chinese individuals, companies amid South China Sea dispute
2020_08_27_3	Bush, McCain and Romney presidential staffers unite behind effort to elect Joe Biden
2020_08_27_4	Walmart joins Microsoft bid for TikTok as CEO of social media app quits
2020_08_27_5	Taiwan warns of accidental conflict as regional tensions rise
2020_08_27_6	Hungary PM's cabinet chief, justice minister quarantined over coronavirus
2020_08_27_7	Russian prosecutors say no need for criminal investigation in Navalny affair
2020_08_27_8	Greece ratifies deal with Egypt, Turkey to hold military drills in Eastern Mediterranean
2020_08_27_9	Pompeo meets Oman's Sultan on last leg of Mideast tour
2020_08_27_10	Putin says Russia has set up force to aid Belarus leader if needed
2020_08_27_11	Walmart partners with Microsoft for TikTok bid
2020_12_11_0	Turkey's Erdogan, at Nagorno-Karabakh parade, says Armenia needs new leaders
2020_12_11_1	Bloomberg News Chinese staff member detained in Beijing
2020_12_11_2	Argentina lower house approves landmark bill to legalize abortion
2020_12_11_3	Iran protests to Turkey over remarks by Erdogan in Azerbaijan
2020_12_11_5	Venezuela oil minister says authorities disrupt plan to attack refinery
2020_12_11_6	Factbox-When and how electors in contested states cast their votes for U.S. president
2020_12_11_7	California files to join U.S. antitrust lawsuit against Google
2020_07_14_0	UK to purge Huawei from 5G by end of 2027, siding with Trump over China
2020_07_14_1	Judge OK's release of tell-all book by Trump's niece
2020_07_14_2	U.S. carries out first execution in 17 years after overnight Supreme Court ruling
2020_07_14_3	Ukraine: it's too early to blame human error for downing of passenger plane in Iran
2020_07_14_4	Iran says it has executed Iranian agent linked to CIA
2020_07_14_5	Maxwell denied bail on charges of luring girls for Epstein; accusers denounce her
2020_07_14_6	Malian accused of Timbuktu war crimes refuses to enter plea
2020_07_14_7	U.S. says room for sanctions in response to China in South China Sea
2020_07_14_8	Biden signals openness to eliminating Senate filibuster
2020_07_14_9	Biden climate plan would spend $2 trillion in bid to boost economy
2020_07_14_10	Banksy mural stolen at Bataclan returned to France from Italy
2020_12_22_1	Two Vatican cardinals, papal aides, test positive for coronavirus - source
2020_12_22_2	Drugmakers expect tests to confirm vaccines effective against new coronavirus variant
2020_12_22_3	Israel to hold snap election, with Netanyahu facing new challenges
2020_12_22_4	Armenian opposition sets up protest tents to pile pressure on PM
2020_12_22_5	Yemen rebels: Fighters shot down Saudi-run drone near border
2020_03_08_0	Amid tensions, fire damages Greek island refugee center
2020_03_08_1	Dutch trial over downing of flight MH17 to start without suspects
2020_03_08_2	Moscow city: people ignoring coronavirus self-isolation rules could face prison
2020_03_08_3	Erdogan to discuss migrant crisis with EU, urges Greece to 'open your gates'
2020_03_08_4	Brazil, U.S. sign agreement to develop defence technology
2020_02_19_0	U.S. arrests Mexican citizen in Miami for allegedly acting on behalf of Russia
2020_02_19_1	Bloomberg moves into second behind Sanders among Democrats, Biden third: Reuters/Ipsos poll
2020_02_19_2	U.S. Attorney General Barr considers quitting over Trump tweets - source
2020_02_19_3	China threatened to harm Czech companies over Taiwan visit: letter
2020_02_19_4	Britain has long known EU free trade deal needs fair competition - EU adviser
2020_02_19_5	Turkey edges towards direct conflict with Russian-backed Syria
2020_02_19_6	Abbott says top Malaysian leaders suspected pilot of MH370
2020_02_19_7	China revokes three Wall Street Journal reporters' credentials
2020_02_19_8	Iran won't hand over 'damaged' black box of Ukraine plane - ministers
2020_02_19_9	Trump offered to pardon Assange if he denied Russia helped leak Democrats' emails: lawyer
2020_12_09_1	Rep. Swalwell says Trump criticism behind spy story
2020_12_09_2	North Korea berates South Korea's top diplomat for doubt over 'zero COVID-19 cases'
2020_12_09_3	Facebook faces U.S. lawsuits that could force sale of Instagram, WhatsApp
2020_12_09_4	Protesters block traffic in Armenia calling on PM to resign
2020_12_09_5	Police list gives insight into detention system in China's Xinjiang - group
2020_12_09_7	Canada health regulator approves Pfizer’s COVID-19 vaccine
