event_id	factlets_cluster_id	fact	context	label
2020_08_20_16	factlets_cluster5	The Knight First Amendment Institute at Columbia University filed the suit on behalf of seven people whom Trump had blocked after they posted comments criticizing the president.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster5	The case was originally brought in 2017 by the The Knight First Amendment Institute at Columbia University, which sued on behalf of seven users whom the president blocked after they had replied to one or more of his tweets.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster6	Trump asks Supreme Court to let him block critics from following him on Twitter	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster6	U.S. asks Supreme Court to review decision requiring Trump to unblock critics on Twitter	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster6	Trump asks Supreme Court to let him block critics from following him on Twitter	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster6	White House asks Supreme Court to let Trump block critics on Twitter	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster6	U.S. asks Supreme Court to review decision requiring Trump to unblock critics on Twitter	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster7	WASHINGTON – President Donald Trump is taking his effort to block his critics on Twitter to the Supreme Court.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster7	WASHINGTON – President Donald Trump is taking his effort to block his critics on Twitter to the Supreme Court.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster8	Trump, who now has more than 85 million Twitter followers, prompted the court battle in 2017 by blocking some of the social media company's users from following his Twitter account.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster8	Trump, who now has more than 85 million Twitter followers, prompted the court battle in 2017 by blocking some of the social media company's users from following his Twitter account.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster9	Seven of them went to court, charging that he was seeking to “suppress dissent“.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster9	Seven of them went to court, charging that he was seeking to “suppress dissent“.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster10	A federal district court ruled against the president in 2018, and a panel of the U.S. Court of Appeals for the 2nd Circuit followed suit in 2019.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster10	A federal district court ruled against the president in 2018, and a panel of the U.S. Court of Appeals for the 2nd Circuit followed suit in 2019.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
2020_08_20_16	factlets_cluster11	Earlier this year, the full appeals court refused to rehear the case.	FILE PHOTO: U.S. President Donald Trump speaks during a meeting with Iraq's Prime Minister Mustafa al-Kadhimi in the Oval Office at the White House in Washington, U.S., August 20, 2020. REUTERS/Carlos Barria/File Photo WASHINGTON (Reuters) - The Justice Department on Thursday asked the U.S. Supreme Court to review an appeals court decision requiring U.S. President Donald Trump to unblock Twitter users from viewing his account. Trump lost a lawsuit in May 2018 on behalf of Twitter users and agreed to unblock those accounts. Trump has made his @RealDonaldTrump account, which he opened in 2009, a central and controversial part of his presidency, using it to attack critics and to promote his agenda to his more than 85 million followers. The Justice Department said if left standing, the ruling “would deter holders of his office from using new technology to efficiently communicate to a broad public audience.” Last month, the Knight First Amendment Institute at Columbia University filed a new lawsuit in U.S. District Court in Manhattan on behalf of five additional individuals who remain blocked. The group urged the Supreme Court not to take up the Justice Department’s appeal. “This case stands for a principle that is fundamental to our democracy and basically synonymous with the First Amendment: government officials can’t exclude people from public forums simply because they disagree with their political views,” said Jameel Jaffer, the Knight Institute’s executive director. The Justice Department said “by ignoring the critical distinction between the president’s (sometimes) official statements on Twitter and his always personal decision to block respondents from his own account, the opinion blurs the line between state action and private conduct.” A federal appeals court in July 2019 upheld the ruling and the full 2nd U.S. Circuit Appeals Court in March declined to reverse that ruling. “The First Amendment does not permit a public official who utilizes a social media account for all manner of official purposes to exclude persons from an otherwise-open online dialogue because they expressed views with which the official disagrees,” wrote Circuit Judge Barrington Parker. Trump in May attacked Twitter for tagging his tweets about unsubstantiated claims of fraud about mail-in voting with a warning.	1
